id,title,author,year,isbn,status
4253,Cipher Atlas Quantum,Tim van Rossum,1993,9788370470237,OUT
4254,Fire Whisper,Edsger Thompson,1952,9788212035813,AVAILABLE
4255,Fire Glass Archive Code,Dennis Hopper,2005,9784524055897,AVAILABLE
4256,Night Harbor,Ken Lamarr,1958,9789988552292,AVAILABLE
4257,Archive Labyrinth Circuit Empire,Edsger Thompson,2024,9784585542205,AVAILABLE
4258,Quantum Echo Quantum,Frances Dijkstra,2023,9789896733537,OUT
4259,Phoenix Fire,James Torvalds,1968,9780171955763,OUT
4260,Code Dream,Ken Knuth,2000,9782156748637,AVAILABLE
4261,Harbor Labyrinth Empire,Tim Lovelace,1977,9783860268717,AVAILABLE
4262,Halo Echo River,Ada Ritchie,1978,9781886585228,AVAILABLE
4263,Fire Labyrinth Signal Quantum,Donald Allen,1970,9786003410588,AVAILABLE
4264,Circuit Echo,Frances Lovelace,1980,9787199497450,AVAILABLE
4265,Code Labyrinth,Alan Gosling,1984,9784071253461,AVAILABLE
4266,Garden Phoenix,Dennis Ritchie,1973,9784027820158,AVAILABLE
4267,Crystal Night,Ada Shannon,1979,9783116951522,AVAILABLE
4268,River Garden,Alan Jackson,2022,9787137667080,AVAILABLE
4269,Atlas Shadow Cipher,Alan Ritchie,1957,9784051183284,AVAILABLE
4270,Harbor Whisper,Donald Johnson,1985,9789043893531,OUT
4271,Dawn Quantum Moon,Katherine Gosling,1963,9785224113414,AVAILABLE
4272,Harbor Halo Crystal Moon,James Jackson,2022,9786583527383,OUT
4273,Fire Code Cipher Circuit,Claude Jackson,1991,9786945684709,AVAILABLE
4274,Dream Storm,Hedy Thompson,2012,9789659123944,AVAILABLE
4275,Atlas Code River Code,Linus Lovelace,2009,9788457844902,AVAILABLE
4276,Empire Labyrinth,John Knuth,1989,9785028601183,AVAILABLE
4277,Cipher Harbor Code,Grace Turing,2015,9788981378011,OUT
4278,Star Archive,Ada Shannon,1984,9784453256721,OUT
4279,Storm Dust Glass Circuit,Dennis Hopper,1961,9784526582165,OUT
4280,Storm Star Circuit,James Dijkstra,1951,9780888876414,AVAILABLE
4281,Archive Dream,Frances Dijkstra,1970,9785569314935,OUT
4282,Voyage Voyage Storm,Alan Backus,1975,9786199037773,OUT
4283,Crystal Shadow,Edsger Ritchie,1974,9785933585151,AVAILABLE
4284,Star Dust River Empire,Ada Backus,1983,9786723979881,AVAILABLE
4285,Echo Echo,Barbara Knuth,1956,9780595587042,AVAILABLE
4286,Night Whisper Archive,Frances Gosling,2002,9783254966070,AVAILABLE
4287,Voyage Fire,John Torvalds,2013,9783805712166,AVAILABLE
4288,Code Signal,Guido Shannon,1973,9784289042685,AVAILABLE
4289,Glass Star Star Signal,Ada van Rossum,2014,9785899321913,AVAILABLE
4290,Quantum Empire,Margaret Johnson,1966,9789534856450,OUT
4291,Star Cipher Iron,Margaret Lovelace,1989,9784163166417,AVAILABLE
4292,Empire Empire,Tim Berners-Lee,2006,9784742120660,AVAILABLE
4293,Phoenix Glass Atlas,Claude Lovelace,2018,9786902891708,AVAILABLE
4294,Echo Shadow Archive Circuit,Barbara Hamilton,1969,9787530877226,AVAILABLE
4295,Cipher Atlas Halo Signal,Frances Berners-Lee,1985,9788601500858,AVAILABLE
4296,Atlas River Dust,Grace Johnson,1999,9786792127195,AVAILABLE
4297,Signal Storm,John Knuth,2015,9780968372016,AVAILABLE
4298,Voyage Fire Dream,Dennis Hamilton,2009,9783258196348,OUT
4299,Night Shadow,Alan Johnson,1980,9782569153930,AVAILABLE
4300,Voyage Circuit Storm,Mary Backus,1998,9784046610106,OUT
4301,Halo Halo Whisper Storm,Satoshi Thompson,2014,9786189329865,AVAILABLE
4302,Cipher Signal,Donald Johnson,1995,9781818785037,OUT
4303,Atlas Whisper Dawn,Guido Hopper,1972,9784261891241,OUT
4304,Harbor Whisper Iron,Grace Liskov,1960,9789338730060,AVAILABLE
4305,Fire Iron,Claude Nakamoto,2006,9785737756410,AVAILABLE
4306,Dust Phoenix Star Machine,Barbara Turing,2011,9785940376494,OUT
4307,Storm Dawn Night Shadow,Satoshi Shannon,1982,9785225549422,AVAILABLE
4308,Garden Phoenix Halo Storm,Margaret Hopper,1980,9783255861333,AVAILABLE
4309,Dawn Shadow Machine Cipher,Donald Berners-Lee,1963,9783723679082,OUT
4310,Crystal Dawn Quantum Phoenix,Ken Dijkstra,1969,9781118909830,OUT
4311,Labyrinth Dust Dust Dawn,Tim Torvalds,1955,9781389198602,AVAILABLE
4312,Phoenix Atlas,Claude Liskov,2021,9788181433586,AVAILABLE
4313,Voyage Night,Ken Shannon,2021,9788877968076,OUT
4314,Labyrinth Dust Empire Iron,Margaret Johnson,2003,9782359864840,OUT
4315,Quantum Atlas Dust Iron,John Lovelace,1968,9787542248980,AVAILABLE
4316,Star Archive,Guido Jackson,2023,9783639159658,AVAILABLE
4317,Cipher Glass Echo,Donald Hamilton,1956,9784845453679,AVAILABLE
4318,Fire Atlas,Edsger Gosling,1974,9785708117596,OUT
4319,Circuit Storm Whisper,Katherine Johnson,2004,9788490895710,AVAILABLE
4320,Empire Signal Crystal,Donald Hamilton,1951,9782359606585,AVAILABLE
4321,Iron Iron Dream,Satoshi Thompson,1952,9784436048848,AVAILABLE
4322,Whisper Whisper Glass Signal,Grace Jackson,1963,9785757682636,AVAILABLE
4323,Whisper Glass Shadow Fire,Alan Shannon,2024,9783036590774,AVAILABLE
4324,Archive Circuit River,Linus Torvalds,1988,9789705550133,AVAILABLE
4325,Harbor Atlas,Katherine Berners-Lee,1961,9787274963188,AVAILABLE
4326,Night Quantum River,Ada Liskov,2000,9780158526323,AVAILABLE
4327,Empire Archive,Claude Ritchie,2010,9788462054201,AVAILABLE
4328,Echo Cipher,Guido Shannon,1972,9786340188149,AVAILABLE
4329,Circuit Whisper Archive,Margaret Knuth,2020,9788271513194,AVAILABLE
4330,Iron Quantum Voyage Voyage,Barbara Allen,2003,9784394635718,AVAILABLE
4331,Circuit Echo Signal Fire,Mary Torvalds,1990,9787374571472,AVAILABLE
4332,River Glass Quantum,Frances Lamarr,1975,9789807123367,OUT
4333,Crystal Glass Moon Quantum,Donald Ritchie,1995,9782373997704,OUT
4334,Crystal River Harbor Whisper,Dennis Jackson,2018,9781364323590,AVAILABLE
4335,Night Moon Dream,Claude Allen,2007,9785484004210,OUT
4336,Code Dust Labyrinth Dust,Claude Shannon,1992,9780196667939,AVAILABLE
4337,Quantum Iron Labyrinth Halo,Mary Torvalds,1999,9780798909789,AVAILABLE
4338,Iron Harbor Shadow Labyrinth,Satoshi Shannon,1980,9783810136240,AVAILABLE
4339,Quantum Dawn Storm Code,Dennis Liskov,1998,9786744563225,OUT
4340,Machine Star,Guido Allen,2016,9784880595474,AVAILABLE
4341,Shadow Shadow,Barbara Jackson,2022,9783437142438,AVAILABLE
4342,Echo Empire Circuit Crystal,Tim Allen,1972,9789288409696,AVAILABLE
4343,Labyrinth Night Echo,Dennis Berners-Lee,2009,9781220721598,OUT
4344,Halo Empire Garden Signal,Ada Dijkstra,1973,9787032133780,OUT
4345,Signal Voyage,Katherine Lovelace,2002,9782938555079,OUT
4346,Iron Atlas,Ada Turing,2017,9782449130610,OUT
4347,Machine Garden Glass Circuit,John Turing,1985,9783640641511,OUT
4348,Moon Iron Iron Star,Donald Berners-Lee,1971,9789501023232,AVAILABLE
4349,Atlas Circuit Crystal Dawn,Satoshi Nakamoto,1967,9788581427350,AVAILABLE
4350,Moon Crystal,Margaret Lamarr,1960,9781019953210,AVAILABLE
4351,Code Labyrinth Echo,Katherine Dijkstra,2019,9784351941997,OUT
4352,Circuit Voyage Phoenix Storm,John Gosling,1980,9781911543167,OUT
4353,Storm Glass,Katherine Knuth,1950,9784882064562,AVAILABLE
4354,Fire Shadow Fire Shadow,Hedy Jackson,1974,9787365293972,AVAILABLE
4355,Fire Quantum Whisper,Barbara Turing,1990,9786791671279,AVAILABLE
4356,Circuit River Whisper,Ada Knuth,1979,9789725332497,OUT
4357,Archive Glass,Linus Lovelace,2000,9788878619202,AVAILABLE
4358,Moon Voyage Whisper Machine,Katherine Turing,1984,9786166845015,OUT
4359,Quantum Fire Moon,Edsger Ritchie,2019,9781906045982,OUT
4360,Archive Voyage Storm Star,John Turing,1993,9786497172912,AVAILABLE
4361,Dust Echo Crystal,Dennis Berners-Lee,1978,9785338430926,OUT
4362,Archive Echo Echo Fire,Linus Torvalds,1965,9782085205645,OUT
4363,Echo Shadow Dawn River,Margaret Turing,1993,9785659519743,AVAILABLE
4364,Atlas Machine Empire River,Katherine Johnson,2022,9782095455491,AVAILABLE
4365,Atlas Echo,Linus Hopper,1962,9789494422832,AVAILABLE
4366,Fire Dust Garden Glass,Claude Allen,1987,9789630495509,OUT
4367,Archive Voyage Fire,Guido Johnson,1958,9783882810592,AVAILABLE
4368,Crystal Iron Crystal,Donald Shannon,1986,9783116655636,AVAILABLE
4369,Shadow Empire,Katherine Torvalds,1975,9780156407556,OUT
4370,Star Phoenix Storm River,Guido Allen,1976,9782839625774,OUT
4371,Crystal Glass Signal Crystal,James Thompson,2003,9785764063365,AVAILABLE
4372,Echo Signal Crystal,Frances Knuth,1960,9789679693924,OUT
4373,Fire Cipher Halo Moon,Tim Johnson,1986,9789285156283,OUT
4374,Code Atlas Star,Frances Allen,1987,9783336010786,OUT
4375,Signal Atlas Glass,Alan Thompson,1977,9785035816549,OUT
4376,Dream Voyage Fire Halo,Alan van Rossum,1963,9784648760857,AVAILABLE
4377,Star Cipher Circuit,Ada Torvalds,1998,9783242866227,AVAILABLE
4378,Halo Code,Barbara Hopper,2008,9786566739060,OUT
4379,Dream Iron Labyrinth,John Dijkstra,1974,9787614766571,AVAILABLE
4380,River Shadow Dream,Edsger Dijkstra,2000,9782349457244,OUT
4381,Storm Archive Cipher River,Mary Dijkstra,2004,9788109957818,OUT
4382,Dawn Echo,Ada Backus,1951,9783156670533,OUT
4383,Harbor Glass Empire Voyage,Dennis Hopper,2018,9786069624989,OUT
4384,Cipher Quantum Dust,Grace Hopper,1955,9780897586380,AVAILABLE
4385,Empire Circuit Star,Margaret Knuth,1999,9786130635485,OUT
4386,Dust Halo,James Hopper,1951,9788088057498,OUT
4387,Whisper Labyrinth Machine Echo,Margaret Turing,1971,9789387138992,OUT
4388,Dust Whisper Night,Dennis Johnson,1983,9785890573019,AVAILABLE
4389,Code Garden Moon Signal,Grace Hamilton,1995,9787824566363,AVAILABLE
4390,Machine Crystal,Barbara Shannon,1960,9787996317333,AVAILABLE
4391,Harbor Machine Signal Voyage,Tim van Rossum,2023,9785700150343,AVAILABLE
4392,Phoenix Cipher,Barbara Lamarr,1972,9785621343357,OUT
4393,Atlas Circuit,Edsger Lovelace,1991,9789213860682,AVAILABLE
4394,Code Archive Atlas Moon,Claude Allen,1954,9784564531076,OUT
4395,Dust Whisper Empire Labyrinth,Ada Lovelace,2023,9788967443593,AVAILABLE
4396,Machine Fire Halo,John Hopper,2002,9781563360610,AVAILABLE
4397,Glass Storm Phoenix Night,Edsger Torvalds,1958,9780367268473,OUT
4398,Voyage Storm,James Lamarr,1955,9780342062895,OUT
4399,Echo Quantum Shadow River,Barbara Johnson,2020,9781168839211,OUT
4400,Circuit Night Fire,Guido Backus,2020,9787334667668,OUT
4401,Code Dawn,Alan Lovelace,2012,9780387746438,OUT
4402,Garden Shadow Echo Echo,Edsger Thompson,2007,9784554283588,OUT
4403,Fire River Iron,Donald Turing,2024,9788054794898,OUT
4404,Shadow Dream,Donald Shannon,2004,9788075393985,AVAILABLE
4405,Archive Atlas Atlas,James Lovelace,1953,9784270983965,AVAILABLE
4406,Quantum Harbor Phoenix,Claude Nakamoto,1988,9783805363471,AVAILABLE
4407,Signal Labyrinth Echo Empire,Margaret Allen,2020,9784452925824,OUT
4408,Crystal Star Voyage Shadow,Mary Allen,1983,9782189310587,OUT
4409,Atlas Echo Signal,Hedy Hamilton,1998,9784165714178,OUT
4410,Archive Atlas Star Atlas,Donald Lovelace,1991,9783262463025,AVAILABLE
4411,Glass Fire Labyrinth Voyage,James Ritchie,1979,9788666736032,OUT
4412,Crystal Fire,Edsger Hamilton,1991,9781547998441,AVAILABLE
4413,Glass Machine Storm Code,Hedy Gosling,2015,9782762890823,OUT
4414,Crystal Shadow Machine,Satoshi Gosling,1951,9783398047327,AVAILABLE
4415,Moon River,Linus Backus,1990,9781162596971,AVAILABLE
4416,Machine Storm Crystal River,Frances Allen,2009,9786315938096,AVAILABLE
4417,Fire Quantum,Frances Shannon,2000,9781189192834,AVAILABLE
4418,Glass River Empire Harbor,Barbara Gosling,1955,9783588974354,AVAILABLE
4419,Phoenix Halo,Claude Ritchie,2020,9780495492876,OUT
4420,Glass Garden Cipher,Frances Ritchie,1979,9786688145392,AVAILABLE
4421,Star Harbor Storm Phoenix,Linus Torvalds,2012,9782640819444,OUT
4422,Dust Empire Atlas Moon,Ada Shannon,1987,9787359919215,OUT
4423,Glass Echo Cipher,Margaret Hamilton,2017,9782961205287,AVAILABLE
4424,Empire Crystal,Satoshi Turing,1998,9784652122562,OUT
4425,Star Night Archive,James Liskov,1969,9780665456670,AVAILABLE
4426,Archive Empire,Frances Turing,1958,9789557538825,AVAILABLE
4427,Archive Voyage River Whisper,Linus Allen,1961,9787185691178,AVAILABLE
4428,Echo Voyage,John Ritchie,2014,9785891862393,AVAILABLE
4429,Echo River Empire,Claude Allen,1958,9787156210004,AVAILABLE
4430,Whisper Circuit Storm,Satoshi Johnson,1955,9785685900370,AVAILABLE
4431,Halo Cipher Dream Storm,Katherine Gosling,1976,9780274237837,AVAILABLE
4432,Cipher Moon Dream Night,Donald Hamilton,2010,9781260562926,OUT
4433,Dust Iron Dream,Tim van Rossum,1967,9781342148763,OUT
4434,Moon Whisper,Satoshi Shannon,2000,9788118031968,AVAILABLE
4435,Garden Dawn Machine Dust,Grace Torvalds,1994,9782637478882,AVAILABLE
4436,Garden Glass Code,Donald Lamarr,2016,9781339172328,AVAILABLE
4437,Iron Fire Atlas Night,Hedy Dijkstra,2008,9781387055440,OUT
4438,Whisper Star Labyrinth,Dennis Thompson,1974,9781369070249,OUT
4439,Crystal River Glass Crystal,Ada Backus,1962,9788789675360,AVAILABLE
4440,River Harbor,Dennis Johnson,1993,9784275373732,AVAILABLE
4441,Phoenix Halo Whisper,Satoshi Thompson,1975,9784449712269,AVAILABLE
4442,Halo Storm Star,Tim Gosling,1970,9780091258534,AVAILABLE
4443,Halo Empire Moon Code,John Lovelace,2015,9785389706401,AVAILABLE
4444,Phoenix Labyrinth,Margaret Jackson,2023,9787826376924,AVAILABLE
4445,Storm Shadow Garden,Satoshi Lamarr,1981,9780447940505,OUT
4446,Garden Dust,Margaret Lamarr,1951,9780356270610,AVAILABLE
4447,Machine Empire Empire Atlas,Hedy Knuth,2012,9789537281774,AVAILABLE
4448,Voyage Code,Mary Shannon,1989,9787531154516,AVAILABLE
4449,Dawn Quantum Night,Satoshi Shannon,1966,9783670097418,AVAILABLE
4450,Cipher Voyage Circuit Moon,Mary Backus,1995,9781988723075,AVAILABLE
4451,Halo Machine Harbor Labyrinth,Mary Gosling,1962,9788413009322,AVAILABLE
4452,Cipher Star,Guido Dijkstra,1952,9786729836194,AVAILABLE
4453,Storm Quantum Phoenix Shadow,Edsger Shannon,1972,9783802649280,AVAILABLE
4454,Storm Machine,Donald Dijkstra,1971,9785817729257,AVAILABLE
4455,Dawn Cipher Night Cipher,Claude Knuth,1966,9785325260011,OUT
4456,Fire Crystal Dream Iron,Tim Lovelace,2011,9788801221243,OUT
4457,Atlas Atlas Glass Circuit,James Thompson,1966,9781010745205,AVAILABLE
4458,Empire Empire Dust Halo,Satoshi Hopper,1958,9787158085111,AVAILABLE
4459,Shadow Glass Whisper,Katherine Knuth,1971,9785011287508,AVAILABLE
4460,Signal Archive,Alan Torvalds,2022,9787380799149,OUT
4461,Labyrinth Halo,Donald Lamarr,1961,9785141468817,OUT
4462,Atlas Cipher Storm,Alan Nakamoto,1994,9784835912753,AVAILABLE
4463,Quantum Iron Star,John Lamarr,1957,9783347509178,AVAILABLE
4464,Machine Quantum,James Torvalds,1998,9784058588118,AVAILABLE
4465,Machine Archive Labyrinth,Grace Backus,1952,9787576627106,AVAILABLE
4466,Empire Star,Edsger Turing,1981,9783538682815,OUT
4467,Harbor Archive Voyage Shadow,Ada Allen,2021,9781690085347,AVAILABLE
4468,Garden Empire Quantum,Frances Johnson,2017,9784439446926,OUT
4469,Iron Cipher Atlas,Linus Lamarr,1994,9788138334941,OUT
4470,Halo Garden Dream,Edsger Nakamoto,1970,9787713589961,AVAILABLE
4471,Shadow Empire Storm,Linus Knuth,1964,9787871879789,OUT
4472,Dust Phoenix,Tim Turing,2023,9787725840090,OUT
4473,Iron Fire Garden,Ada Nakamoto,1984,9786605068902,AVAILABLE
4474,Quantum Machine Quantum,Edsger Shannon,2016,9789737840704,AVAILABLE
4475,Dust Shadow,Edsger Hamilton,1965,9781772379730,AVAILABLE
4476,Phoenix Shadow Garden Dream,Tim Torvalds,1957,9789251864704,OUT
4477,Machine Quantum Atlas Garden,Alan Dijkstra,1976,9787447156503,OUT
4478,Crystal Garden Quantum,Ada Lovelace,2011,9788382682012,OUT
4479,Moon Whisper,Donald Ritchie,1968,9782076795757,AVAILABLE
4480,Quantum Atlas,Claude Gosling,2007,9780069736587,OUT
4481,Fire Whisper Dust River,Satoshi Liskov,1976,9785110817831,OUT
4482,Garden Phoenix,Frances Hopper,1957,9783661765881,AVAILABLE
4483,Circuit Echo Dream Circuit,Tim Allen,1998,9786171255075,AVAILABLE
4484,River Dust Dawn Code,Donald Backus,2018,9786408344434,OUT
4485,Iron Dream,Claude Shannon,1992,9785991087717,AVAILABLE
4486,Harbor Cipher Signal,Tim Ritchie,2012,9783818683200,AVAILABLE
4487,Quantum Dawn Voyage,Guido Ritchie,1987,9780112699289,OUT
4488,Fire Moon Moon,Margaret Nakamoto,2006,9789348776013,AVAILABLE
4489,Shadow Whisper,Hedy Jackson,2004,9785311571826,OUT
4490,Moon Iron Phoenix,Frances Knuth,1951,9784666565840,AVAILABLE
4491,Iron Fire Whisper,Satoshi Hopper,1957,9787497364567,OUT
4492,Iron Harbor,Grace Dijkstra,1988,9787641557213,AVAILABLE
4493,Whisper Code,Grace Berners-Lee,2024,9788390282976,AVAILABLE
4494,Quantum Iron Iron,Ada Backus,1960,9781350336689,AVAILABLE
4495,Harbor Code Star,Hedy Liskov,2013,9786774473245,AVAILABLE
4496,Crystal Halo Dust,Dennis Thompson,1984,9786847276041,AVAILABLE
4497,Iron Dream Voyage Storm,John Backus,1964,9786994442839,AVAILABLE
4498,Dawn Harbor Iron,Margaret Backus,1955,9784295547120,AVAILABLE
4499,Archive Night,Grace van Rossum,2021,9780682423997,OUT
4500,Archive Signal Whisper Labyrinth,Dennis Torvalds,1966,9789983918759,AVAILABLE
4501,Empire Machine Echo Echo,Katherine Knuth,2024,9784824641188,AVAILABLE
4502,Harbor Night,Margaret van Rossum,2007,9780616938473,OUT
4503,Storm Shadow Atlas Whisper,Guido Berners-Lee,2013,9787218508226,AVAILABLE
4504,Signal Night,Katherine Turing,1993,9784985901752,OUT
4505,Empire Whisper Shadow,Grace Allen,1996,9784935781412,AVAILABLE
4506,Labyrinth Shadow Storm,Ken Berners-Lee,1974,9788792839291,AVAILABLE
4507,Harbor Night,Claude Knuth,1960,9787400743262,AVAILABLE
4508,Dream Quantum Fire River,Linus Dijkstra,1978,9786035672944,AVAILABLE
4509,Star Harbor,John Dijkstra,1967,9786472833343,OUT
4510,Fire Signal,Alan Torvalds,1973,9787561758344,OUT
4511,Halo Storm Harbor Archive,Tim Lovelace,2014,9781819242412,AVAILABLE
4512,Cipher Night Machine Circuit,Hedy Backus,1997,9788832093974,OUT
4513,Voyage Empire Harbor Shadow,Hedy Dijkstra,1979,9787851455494,AVAILABLE
4514,River Quantum Star,Barbara Lamarr,2009,9787268323348,AVAILABLE
4515,Dawn Labyrinth,Ken Thompson,2007,9783785139311,AVAILABLE
4516,Garden Dawn Crystal,Barbara Gosling,1982,9786967570571,OUT
4517,Storm Machine Code,Grace Jackson,1978,9783356255013,AVAILABLE
4518,Atlas Voyage Star,Donald Turing,1981,9781137320220,AVAILABLE
4519,Archive Night,Mary Dijkstra,1966,9780686866307,AVAILABLE
4520,Code Code,James Johnson,2019,9786399875681,AVAILABLE
4521,Iron Code Dust Atlas,Dennis Nakamoto,1960,9780298493835,OUT
4522,Harbor Dust,Tim Liskov,2006,9782969486320,AVAILABLE
4523,Halo Storm Phoenix Night,Ada van Rossum,1991,9783239691186,AVAILABLE
4524,Star Dream Glass,Donald Hopper,1993,9786446592396,OUT
4525,Halo Halo Code,John Jackson,1969,9780080047032,AVAILABLE
4526,Cipher Empire,Ada Shannon,2014,9788439134973,AVAILABLE
4527,Dream Dream,Ada Thompson,1977,9788931290442,AVAILABLE
4528,Dream Harbor Harbor Moon,Tim Gosling,1965,9781097289382,AVAILABLE
4529,Moon Phoenix,Donald Turing,1962,9781060978497,AVAILABLE
4530,Shadow Star Glass Fire,Barbara Turing,2024,9787663100945,AVAILABLE
4531,Storm Code,Margaret Liskov,1967,9786532714725,AVAILABLE
4532,Labyrinth Signal,Barbara Torvalds,1979,9787509444831,AVAILABLE
4533,Halo Halo Atlas,Katherine Nakamoto,1977,9780161687630,AVAILABLE
4534,Dawn Archive Iron,Barbara Ritchie,2011,9784836391701,AVAILABLE
4535,Circuit Echo,Hedy Jackson,2019,9782957882233,OUT
4536,Phoenix Phoenix Phoenix Halo,Dennis Shannon,2004,9784223422641,OUT
4537,Crystal River,Margaret Liskov,1974,9785665776061,AVAILABLE
4538,Fire Moon Machine Crystal,John Hamilton,1980,9781084398893,OUT
4539,Dust Shadow Night Whisper,Donald Gosling,2002,9786802687485,OUT
4540,Fire Fire,Donald Allen,2004,9786124768597,AVAILABLE
4541,Cipher Star Circuit,James Nakamoto,1970,9785902827746,AVAILABLE
4542,Atlas River Whisper Voyage,Edsger Ritchie,1987,9787634478200,AVAILABLE
4543,Dawn Labyrinth,Guido Shannon,1981,9782813724204,AVAILABLE
4544,Quantum Machine Night,Dennis Dijkstra,1958,9780572677983,AVAILABLE
4545,Circuit Phoenix,Alan Liskov,1956,9784330779001,OUT
4546,Halo Storm,Ken Torvalds,1973,9788409955506,OUT
4547,Labyrinth Crystal,Mary Knuth,1956,9781985448066,AVAILABLE
4548,Dream Quantum Signal,Margaret Gosling,1967,9780651651265,AVAILABLE
4549,Halo Labyrinth Harbor,Linus Backus,1954,9781415238778,OUT
4550,Circuit Empire Atlas,Ada Lovelace,2022,9784506935763,AVAILABLE
4551,Dawn Echo Phoenix Fire,Donald Dijkstra,1974,9784336062037,AVAILABLE
4552,Empire Moon Fire,Alan Backus,1954,9787366803169,AVAILABLE
4553,Archive Cipher Shadow Archive,Hedy Lovelace,1984,9786005593199,AVAILABLE
4554,Dust Dawn River,Margaret Lamarr,1958,9786159028798,AVAILABLE
4555,Cipher Fire,Edsger Liskov,1991,9785741945089,OUT
4556,Cipher Signal,Ada Berners-Lee,2003,9780916169313,OUT
4557,Night Signal,Linus Johnson,1991,9782804332644,AVAILABLE
4558,Harbor Machine Circuit,Claude Knuth,2001,9784615286815,OUT
4559,Crystal Machine Cipher Archive,Katherine Lovelace,2012,9789491790608,AVAILABLE
4560,Moon Machine,Frances Turing,2000,9789822489714,OUT
4561,Empire Cipher Labyrinth,Ken Lamarr,2000,9780002197976,AVAILABLE
4562,Circuit Fire Archive,Ada Johnson,2021,9780165612466,AVAILABLE
4563,Garden Cipher,Satoshi Thompson,1958,9785162802614,OUT
4564,Halo Moon,Claude Johnson,2013,9789785136819,OUT
4565,Dream Atlas Voyage,Ada Hamilton,1984,9783580027291,AVAILABLE
4566,Crystal River Crystal,Donald Liskov,1963,9789058884193,AVAILABLE
4567,Fire Fire Quantum,Edsger van Rossum,1976,9783494607818,OUT
4568,Code Garden,Barbara Knuth,1980,9785222931142,AVAILABLE
4569,Storm Storm,Ken Johnson,2011,9789704998831,AVAILABLE
4570,Halo Iron Shadow Signal,Alan Ritchie,1979,9784328451299,AVAILABLE
